user_id,msisdn,risk_score,high_risk
GI0kkK0OMv9u+4tLLlcm8g==,k8ovIabVSu2HRWqvzi5qpQ==,0.35,1
Z/h43OCN+Zox6+Pkg8yVBA==,0W3Ik1junVxJMx/NnRBRkQ==,0.305,1
UuXcSaOqLnenltp0NuQ8yg==,NnDMjcMu0OdQ+0nNJK7YIQ==,0.35,1
e45yPwpKxu1765NycIuttA==,KDVkjLI65dTR6H9E1VroRg==,0.26,0
B7C9TVQINuQuh46y4+mYqQ==,ujuaEqz3Dj9gM1GjDJBJBw==,0.35,1
QKTfzT2aND8hIwSUzenbPg==,CGagC0yb4MwFvjmQtHPd3A==,0.26,0
Ni/yv55JF0lU1AKCSX6Cvw==,qUo6AtZI+8R68HWVFEfFXQ==,0.35,1
IWwD1+m6WeYotUT9XmVI9Q==,Aj8F1QtPyyTamipsru41KA==,0.26,0
3WIirgx9S86L0DFCe2fZkA==,57SEAk9pvrKQeX+Jm1IGWA==,0.26,0
mWg4q4cqNgfSwjyflaMt6w==,7EQ8m/PqyAOVBgvSmkJefw==,0.26,0
K27i4WG07cf9FKMk/4Watw==,bbrAG6qpUg8cbUIqc4oWTg==,0.26,0
52P06+WIaJIQttNtBNnktw==,bFzZ2K4AjSN8R+2t4AdvCw==,0.305,1
hCGRYFbRkymIlTxkXBx4AQ==,mawf6Bu2EJQ/6atZLOEL6A==,0.305,1
UAZ//QneJ+5/5Y8tA0bkuA==,8Q0IH9v3ClPyQBeuWQ/6Pw==,0.35,1
sr8SgIZmfK+2iiAe5bCrkw==,5YzGGeaDrs6bxomp6SLdLQ==,0.26,0
5lQbZq7q7p7sMgg4OkxTTw==,rWF4RJahdN3Iq679ZJ6sRw==,0.26,0
X8YAfgt9JMmsTt5NiOPJzw==,bAIDKcKKSd0VkhkFCbp9aQ==,0.35,1
/GFi1JbjsDJNheyezQcEdw==,k/3BZQv9DDWAR/k2gjjFhQ==,0.35,1
b7WvSiima4tz6kKuJOI1lQ==,Fdl6ERD3xIYbzMzuEgIcAQ==,0.26,0
bpHxMtc/xEV3YpRTVusDBw==,SIaycbuHz9rikXf3Fd2qBg==,0.26,0
BVewfoyh+I3wPKwBn02vog==,mHGTb6A8fhi56eHodQUB/Q==,0.35,1
3QofVtZ3Wh979FF9cYpXDw==,SJ3v6NQEDVevVJeV5kzLoQ==,0.26,0
v+jN76+bWZpNJiyPN5B+hA==,5b11h6F8OM6+T0dRLO8cIw==,0.305,1
lm7QKC48jaQk5TCKbitrvw==,Ub9ujruqUWJBRyBsbYyf8A==,0.305,1
U7BMGaqnGCAP8ezxMMFmnQ==,hAJJdUj1Zzd6ND3ZF/iZzw==,0.26,0
uFmsxluIQPoPc8MOuYAotA==,4nThsM36MJB2NblV/EYgqA==,0.26,0
p2CGhlOS4GLK3yuBypNSCQ==,LqBG6fdns4S1bQv5Yl9eSw==,0.26,0
E+cwvBQvNBFGA6rSRCh17g==,R58uAbzoWgIp2njmoFhb9g==,0.35,1
ugliEeKsvj4WEuwZxzLHgQ==,2LrqXkpCq0oMjmIRKwyHIA==,0.26,0
r7pAkbu/GZq2aWvA4GI46A==,M/XTnA03MKvb590YbFLBHw==,0.305,1
XCYsLNUuladzocezOdqr1g==,ryUbmAwordjF0P15pUJhvA==,0.26,0
lOLvfGAZ5Zd9+5ZrOG8BhQ==,APAOlCcfqPWbedtFIL7M0g==,0.26,0
y3zr1ljLHWOOiJvR4YFmvg==,87D+zLKbhAMAljCeMg4uSA==,0.26,0
XSlsT8b2kms+obtgmFsoaw==,gGy6wqAx7Pf+P2OxtzIs7g==,0.35,1
Ee34xGmtU7x+xp9g+SSzPw==,yFouqWfCD5Cr8V155U7GjA==,0.35,1
DkvzOoHfIgzMfkafRpO0vg==,aoo3wZNnhqZMs520RCvA4g==,0.26,0
hZFS6gSy6jCX4vqzANHZ/g==,YBoHNg7YhuIxEB+cOzqARw==,0.35,1
CX+MHWyaJPl6Dvaa0GV+4A==,AwtPbrY8+IRlGTZHluX72Q==,0.26,0
lXwuXn5CV8JfGM8PMud0fw==,e/qW/jRM1XZXgN1U0vGkDg==,0.35,1
QmyDp9RVmDoCp0+aT1umgg==,rPfVYi8/3L7XaSlO11pv9Q==,0.35,1
8JF2wZKle6RDifZREDvOqg==,ZhZ5GkBqzfw2j9mSO+yUvg==,0.26,0
bvTEX8Ck8L63IXJaDZg4Ig==,TYOet/b23Z0JClSowQB9xg==,0.35,1
4ZBqWUrHJ8Elh7bJZBPhYA==,RFlpm8F/s8evaO0N8EaKoA==,0.26,0
y8LIkCyrmM1YRVb7a53IYw==,Nh6FFN8OBF2Q1B8EBO479Q==,0.305,1
/0adO7K63/xX4R/sDaxU5A==,TxavW2Qm8lx7dFxp9Hs+oA==,0.305,1
BN48WPHPRTS3KZYeOuWVCw==,W0enMoHG9mkN5fpjRz3I+w==,0.44999999999999996,1
V/eR4sJIc+pD68uLe2PkKg==,t0Cei5mD5gjCcbdeJVc3jw==,0.305,1
xWGEIOdNmManPUJV7QAWyw==,PrtPYce121ngGxxbFMDJ3Q==,0.26,0
BHgU/qV1WLilYMm6zFMmew==,W5ssQ/ehftBZqyTVwLaOAg==,0.26,0
Tq0T07ciKhURE1/HnfaTdw==,011MMNzzuJpNNtma+AccfQ==,0.35,1
TObvgVCFAbFuuDUF5/g9/A==,hSH4pb2B1Wca1WWPk8smag==,0.26,0
xM+ztskHV75UwCjxGFd31g==,ZLpz1pZH9GD/URl0I/2jxw==,0.35,1
AgrDxU0ArWRHV82ltk9c4A==,iqbJlRym+PNYz+2DtblDig==,0.35,1
Rq1J3niXIqkLbiQnAyhEog==,slmg30dD9W3k2xijPet0WA==,0.35,1
vhOvijr2CvD6qcubjQcmnw==,9ro8+GlhNcJsZRk5RruhMA==,0.35,1
CmYzbg53Wp0nbl7q8OW9kQ==,voHg7MXC4JD67RKR5HpCYQ==,0.305,1
D4iDEalR9Ru8aLIaiWnERg==,FCi4/8UDOIc6vSTFM54qfg==,0.26,0
MucQ8NOR0IM+YxoAlpfM5A==,L9GLMO6Hy6CYbe0nhWWUqQ==,0.305,1
kaAqSyrQvXl+fhHgwdSc3g==,2PXziPgzBFztFOR0SZEqBg==,0.26,0
HPLgCbQGYoVY5aOabBIa2w==,Zn51HHOvldG14s4snLi6sw==,0.26,0
ln40bhD/qhUJfW0AHlw8Zw==,om2y0GEvv5yw34qrFan6EQ==,0.305,1
hyl5vpAXaAidDh2qE4or7g==,2Ci/6FEyTB4HstShmQjyHA==,0.26,0
8ASEXskxupo6QFFNGYYoeA==,1vYSbrHNWEZBEUdH+xyC0g==,0.305,1
zyKi2wvGDPJMZGi7FgcO/A==,4Y7PKgtPe0VLdyabb0u5NQ==,0.35,1
Ixn7L5kayCzutR6IF9aFVQ==,xqLN6s1G9TYA274IunyN7A==,0.36,1
j7uHYnnVq3bFuRbJSNH8Ew==,D/lVb1/P/+B3T2hv3Xsq7Q==,0.26,0
2K8YbDpwzOYCre3u7j6caQ==,bz74vRS+yJf7V/AIdwyYjg==,0.26,0
7n8RaRTsBX0EYIF8EpVAYg==,qbVtKLUHjOZ3J5uwhgeZ4Q==,0.35,1
+mMx376yiFBeXS0mRV0r3g==,zzI2bjXOrYLlLIpG/0phqw==,0.35,1
cAryNn5ajAtbAFNatdtBLA==,kgcapUvA2fHSJCpbuvtf/g==,0.26,0
ob7rI2FqjeNCFj2COpn/fQ==,SZLd2kqQs/bng/H9WhsgPQ==,0.305,1
y7pwz9vlskAOCK9pZrtCfQ==,wf+Mxr+vktbH7USdU86W/A==,0.305,1
lnxtFuS+c00Ls1IG0yv/HA==,p6SiRfTV7bsxeNA0z0rhEA==,0.26,0
95OiD4A10nhrnrb0F2jIbQ==,LxGBQp+dE7Wim33J0fWp0g==,0.35,1
fDwNtcH8toBEsUf2Jt8PXQ==,FmJZw69B4IV3uBgMqNb/Pw==,0.35,1
ZFcTD96jFIrMRwfhCKisxw==,HcNoI3dn1Ucc7WKkMFklJA==,0.26,0
YaYMi/vbsLcLKtJCkFTi4g==,VdFKwNWMr1AH9L6vEj+9VA==,0.26,0
G4nfuRSPm4wVMTxFFWCYLg==,IiNS1Fum7++iHX0YXcVSPg==,0.26,0
lqiyELqrt8GWHp2wiC8OoQ==,v1785VatrOqiN0hbdkMClw==,0.35,1
kOcYTeJxZcVwzWjCtNgi9A==,fGc+vD/8TRydlxyU5BoV2w==,0.26,0
Www5ltYzKM6BgY6rL2g5Nw==,kQhb+ZXVvuPgftTXbAz6NA==,0.26,0
qcFmr3RZNLr2y3qlZSaYAw==,j1WbbSPO4quVsGaRs6rlAQ==,0.35,1
neV0DmsSC2+TBCjI0NcRgQ==,VS1mTViO+WqeA3NY73Jrrg==,0.26,0
GzrO+SlfUvk2Ghgy4vrfzg==,5gxY2zp1GmSEJMCrpSEXYA==,0.305,1
BIzPJ6/scVoXhARiVniU8A==,zTVoCGZSvR+hzRpeldpW6w==,0.26,0
QSU2aKETu7Mk+4dd0K9BRw==,QFnT/VVHsHDOloaNuMm6bw==,0.26,0
PA0JtEC7pghXMzb7rv3j+g==,AIHaNbT7PWM0COJfc56Y3Q==,0.305,1
WaVj5wBfCCbtMV0IVq371Q==,t59wpgR7vjEdPT/Ua3McUw==,0.26,0
WFAPqLVLb1fRhNX3RIKN1g==,bWy+WpQVR7W6DdsD/eT9Kw==,0.26,0
qfw/ggzlS0p6jRVx3R9uAg==,DVHTkjFzO082yCtWtN548w==,0.305,1
8SWqbJX8+AQkF2tUXGtJoQ==,iG8DM9iihauSUSEYm80F8Q==,0.26,0
+yXFAI+FNWDq7sAWKzUv1A==,oBOVILBTpylcZ3M1yU/yow==,0.305,1
PPIHNYUFE3U/DWx4xrK6+Q==,0axmpNHcurWTonsawXuv0A==,0.26,0
JAewhoAw0oGlxhr+CMKpGg==,ksuHDVCo4kOqJPbDNrUd6Q==,0.26,0
XNE4gYQQXrUfnhRg8DiClA==,/sHKklnIE9u+DjNcG7UIHg==,0.26,0
PJyVn0fuoSxqUPIg8Bxa+g==,3P36ioU57EujstbERqM/ug==,0.26,0
W7Y0UfstRSxY5fS9ZuoEUA==,Eq4+AHfZZVT4cURwhiQzvw==,0.26,0
CGOSqOxdqFB3TUfQWm2tAg==,73mRnbVAsvmM2wyTCkR+Og==,0.26,0
YbniUG8r7GOLpWy/zuWSPA==,0uOeiiafCB+2LRhkfNMNIw==,0.305,1
oU6KEHOTCgEg2FNDHBbaWw==,3C4RuLKXotpwVoOFEjbO6A==,0.26,0
3YtBh8oJrmYonFrTuxYJnA==,AN4tLJaBiyx0bNELka0/sw==,0.26,0
37s1uaw0uDtLKkM6nv20Vw==,jnXAimNKg3e7gNDBeDVoZQ==,0.26,0
OB3ktRQGVvpvQYvIslwY1g==,Uwkni9Dv/VdpV18PO9/86g==,0.35,1
hMFdpHp1U6OQGwJLrC7skg==,9vyIG0KQr+bDswK7KmZG4Q==,0.35,1
awsnEIjIsQAQu6UA9xID3A==,/uOeROmvCPKNPWSmMjIIgA==,0.26,0
Y9znbVq46uGkbfLiNjaSYQ==,CwIeIwO2F0fYzcpKSU1mCA==,0.35,1
jUmfz+Ml7eQv6oPdoOy9ww==,YxEpgysbjgEJH1O+mNWeGw==,0.26,0
s1lgniSWDX7gjlw7NeLe6Q==,cFOAM0rihKljemyG5MXe3g==,0.26,0
qQ1OZDeAcaEryXnQsTu+NQ==,GLjs6QDjAb6vW03BYNFgbQ==,0.26,0
5eIh2bKhSx8JhrbXHK5Zaw==,AXQpPDINjXHsTDw5eXIBzw==,0.26,0
gbaw3s1Tr8/3he4iE8tzvg==,j7IjQRdFTqt+Iam/AT1FVg==,0.305,1
MLds22Qu1YKMA0IzPUgtEw==,OOoIIyAq6HUKHBHlvxdj3g==,0.305,1
zcXjVkAEZJFhnHiMZf6yww==,WfSTiQKcxDhdRfkrwJ8hZw==,0.26,0
bO0NZ2/HTWecZroJssGaPw==,NiSsbfz/z9/MmxYN2c8/aQ==,0.26,0
1hz7dXP2zrOeLjscIB5gNg==,KIejjmjWnizIRC4U+ZSTtw==,0.35,1
xULewfk0rRjyDbNcGqUtQw==,mqFu/RQWj9U1M0w/X496Ng==,0.36,1
xjiJAMWceJ5VFEXkO631Bg==,KeTKThjGFee+2b7NRqxVww==,0.35,1
pMbFRoyc7VfiDxiYEqCCPg==,MbxZDOYAN1FjVMbVagW4Gg==,0.405,1
/mpAEkGq2y7v/mg9ZPAKPg==,8cO0RlTgWZ+L2Yv2e25B4w==,0.35,1
9AGWWzequOx7EAe/IyPX7Q==,xckiMHFGNQKgCm/GsrfjTg==,0.35,1
iK2YepicrM/dlIPUoEwfMQ==,kKQ2ZdlJsrzgfUd4wshgsg==,0.35,1
tgc0GTj0jeIPHGucA5+xWQ==,QzmT6YRpkcbOI9bJB9Gi9Q==,0.35,1
/9JaPfvTFQ84WL4DeHVV+A==,Z8M7XEjdH23XZXe1ml7E/A==,0.26,0
VXqxyiiNn3DHNVCoOyJuHQ==,TLwnZiCrnsGGM7QGzw9x9Q==,0.35,1
YEX8TS6t4UAidZmyY2deFw==,NDBU55IrJ6/N6ygyakygmw==,0.26,0
KDbSuL+4/9Y4mMxr+jVC+A==,ViH3ixl7wV9E2Mj0WC2J/g==,0.26,0
rVswxGSF90avKUCDcai6Wg==,pmjyef8OHKUMmcki2yfURQ==,0.26,0
EEtkarhXGWD5i/cYp9WtXQ==,3Lztu4IDoZ1Mz3OagfLwlw==,0.26,0
RKtx3RN0peGuqh0HEfKz5w==,x0BKejxP2K8ykRIRylUefQ==,0.26,0
yoSlPFecJhu7INUrPEwNvA==,YH9+3tjKvPk1cxzxH/J3Gw==,0.35,1
L+2q8oTvygLaM58dYqjntA==,YZdrIo/r44ZjkmW6A7IJtQ==,0.305,1
4aSJ7e+wUtXBQyIo9hN9Tg==,s9Foj+kgEMvO+gDT9rTq4g==,0.35,1
qpbqFTav3/OybwnJ9AUmGA==,Ch/JaF+SohFXuCdXUyOosQ==,0.26,0
KXMXVzJdjSJMZSQEZB9/Xg==,CK2HKb0OGF3hNXiTe7rlhQ==,0.35,1
D+V2yeX7OypuekbZgrDnMw==,Y8C5E037aCcg/D7DQojkSQ==,0.26,0
KgNbG2RK2obpJ8maSkDKSg==,hoRAx4StCHkd4njW4APtzw==,0.26,0
z3TsB9ZPcY5NRos1YvA6bg==,BwMH8ZoBZmIcXd1hynh8BA==,0.26,0
Xg/6/4uymgjgmd6RxEaMXw==,04A2YplZ28agkA3RMVXUyg==,0.26,0
LRygV6HnkbmvHohx7rpm0A==,dvf4abHxm032q/6+WB4/6g==,0.35,1
NNNNpWLIRVWfNMV+Hf3Uzw==,tDRuwXgfOxqlm4VwGJHTCA==,0.35,1
qN1ouSzCYQEPCCac2YuCKw==,rf6XbSmsZ+B6bXq79ffp9Q==,0.305,1
4y7VmsTNcwhYrAVcxlxrcw==,BcUGV1B+SBU/S9onR6GNvw==,0.26,0
fXhSWH6mxXaHTaLa4Jw2bg==,0cF819ZkevHaxENdN+6+GQ==,0.26,0
oHTqfu7LkKkfT3ympX1EUA==,smn/DCADqvY13/y/rkvTXA==,0.26,0
hrSyj49MWmrDfM4fPh/xTQ==,4e4KxXuIaqMfSRTvbAaJ/Q==,0.26,0
bZaZyeHOu1O/hyV36WK6ww==,0GTbN0txuqFyrMJ7J0iC2A==,0.26,0
pg3nnt8uLnCVTJRvuOy7Ow==,cjqarZWjB/pQ87wYg0P9Aw==,0.26,0
oPIRoqwAIs2ht2mJ9r8q3Q==,tcP87OgpeDXGTPa2Wst3lw==,0.405,1
P8GvVOLDNgnxB6GLDvz85g==,Xp0HfX0qsn+U6a1wU4KmnQ==,0.36,1
upGQOV26bzgJTQ1FRCRMkg==,AKh2nV3gCjU3eY0v0Bb6YQ==,0.26,0
S95zM5ypAG2SgU1l0wycDA==,aGn01IYwjwAkYTyziC0Cjw==,0.26,0
8LKZ82vgD007iAYzOCpYxg==,7//QGU+poeGKQPutxByJ3w==,0.36,1
odUWtO9Ky3M9DIpvUH6j0g==,PIU3vJdC267bYzlXeMjDVw==,0.35,1
1ixHDEM/fbEHJAV7lx2KRQ==,FadTo6bJAIOurX7ozTB14Q==,0.26,0
qx8T3ZUf3i6q2jYNs77LDw==,7yRovNiy1NBNBUF74cKnLA==,0.26,0
oyw54Cg39Rtv/LEX9kMbkw==,qQHVDttjc3Nfz1Ueo68WTA==,0.26,0
WVkOt/+e2Ac0uazZQnozIA==,v+FP702kSKlI733MmoiAOQ==,0.26,0
nt72X1W3UQg9XqiGCLPinQ==,WQTdtifM86AHOXcHi1u4QQ==,0.35,1
X88ieboh7Yo87nFvv0atUA==,yI5OO6/lvDHrbkhzQgVFMQ==,0.305,1
g/jFyfSxa8lHDgUSgoqTuQ==,6m+DnvOI0ewh6x2VJ8IUNA==,0.35,1
A7bgm8243hiVM72W9j0plQ==,Wh/+rXiLiZUXT2TZGiDZ0g==,0.26,0
30/LHpk1RlOt4MtamK6kew==,Jz5WnnHjeh51d5jAn5OjFQ==,0.305,1
I56wRzaGpRjQf9NUHMChWw==,ktaPikU6Ppuq4aSuF0Ae5w==,0.305,1
Zivayzofl72ZBDBA3cRvvg==,ca5E4m6flhO2aCoaF5VceQ==,0.35,1
CmV9h/VKjN+UuR3IRagNIw==,0uSr/XFGZnHSaO5z/AG0mQ==,0.26,0
gFfxeUYx0EM8ntWrujlIiA==,tDsnc13ryPQMZS7OfxgyGQ==,0.26,0
tDPxqC8N0OQwTxyH2TLmPg==,qA/OQ75/ewo3Ttwcnydh2w==,0.26,0
2MU4zeS4+4cIxctLt5P76A==,g3WF4rc1ugD7BNsc3MaJmg==,0.26,0
tvGqSCo0Lxf91elMRfssVw==,SZjJKEFsN31615wCIrFo1w==,0.96,1
ih618sPPtkazlWokl4PB4A==,ldcb4LM1xt19z7iH2q6VWQ==,0.35,1
MW4shECxK3+lrvaYZDGHbQ==,PB7MfpX2atHXkuBViUTZxg==,0.35,1
YJkxm+rOoYiCqTVOXmQ8aA==,ixTzaN/FYkPGHAFjAGxgQg==,0.26,0
1fkaOCYge9y/TBJDhSX1KQ==,gBX23fwdFnsUQFEGhjjETQ==,0.305,1
T15biC8nWzrnYffOOJJoEA==,aofcNMRvuCqdMLWSXdPAhw==,0.26,0
WMhulfUClTLBbmGLBYYkVw==,BxybhFonq5oQufI6tKztyg==,0.305,1
I0qNbwYjPeUjxMVB++wFOQ==,NPNtwRmZsxE4sgbpRy/4pg==,0.35,1
Na3mAKCGzL+sYhxxNbWibQ==,X0WEPv9pIDU6f5rsvSpX7A==,0.26,0
wBqt1lKb1CNbRdziy3S2sQ==,zIZoD9rzlnYjozxhN4+K1Q==,0.305,1
ds7l6qr/mRl33WZLLrvC4Q==,pZcKVSwUM1jPvjegQnqNTQ==,0.26,0
1WyFa4gTphjvz9qzmFy8/g==,MtTcwv2AMK3w6SxMlD1yMg==,0.26,0
5/YFAXQbYqTl28HTVDCEHQ==,/OA7GYo8Zz1xk3xQdlEZuQ==,0.26,0
JSDZyeE7wj/AmTdflzraDw==,ybWTEU+xl78TCJl1NI1gsw==,0.26,0
DZzf0RRJ6fNSlmUcGHPiwQ==,/udZMk5yjfPU7BozwmxNzg==,0.35,1
SauUJIY8Kcrre2emBs3P/Q==,r4UJX9Y0DKzOHv2qd+s0XQ==,0.44999999999999996,1
yqJLE91aDI8Tgc0w19maaA==,02zCylznOlSZjSN9YVriPw==,0.26,0
pfp/ja4dvQrx398edVIN3g==,RM77HJVpwlKALanWveXH6A==,0.26,0
nF1lHsvBbVWU4ONyQ0KRCw==,u7k/tK1VfSaNRw578l5FGA==,0.26,0
Ga9rwVf4QJucqqq8Ur0mGg==,qu8nIGxGBhacZUBG7RXAzw==,0.26,0
RQd4TyjuFEqZD0eJX3ty/g==,Fngm7/WpeDa0jqExj/dyZg==,0.26,0
kTtenFjfUD+eFSXSfnwlPQ==,/PrAd9Ye/+UQ/ABvBCsPOA==,0.26,0
DYCd3S2NUrrlyx09cHkEzg==,W8uw2NwZ8o28jveV9bMC8g==,0.26,0
Dx63/nwhvp4Nxv+A1oyT9A==,zOPzHg4FQSFSzFPirGub3g==,0.26,0
ZzGmwISKm2bJcUcaiuFL1A==,mX/8l+7EB7cBXmsHDKsC1Q==,0.26,0
t5/qgld5qoLEz4f8hqICcw==,O6iTGBIpit+O9S5MT/YSdg==,0.26,0
76sUFI0oDgS06ZlXQPlGHg==,/9Zh4TqrTGBOkoa5Lt5efg==,0.305,1
1b6Z5qN+eDIWSS1Z3hSpkg==,bMjuBcDg3RRKakc8WUaZiA==,0.26,0
Nl+lcqUTv0ahVAxcPwoiOg==,vRz4/u7V5URm2O2usdBXrg==,0.26,0
9DSOWxwtRDXKkud6+gouzw==,YFGE70lsJq3TyD12ohDU/g==,0.26,0
UzaQB4om96HvOfKGl/7Ipg==,CjZRPG7z1TysmPJdiN9BNA==,0.26,0
EKJqygp2eqrrKgC9CTLUow==,KU34vO6hS5IasLsNWb3Kog==,0.26,0
IPISrav3ylLWbuyR8iRXeg==,3/enNXgpr8FwomZ1gCAkEA==,0.305,1
EeO3lxfUjXw1UtQpSvtKSw==,G46AxRfYXGboKyFsqcSepg==,0.35,1
9+1d+X4RMnvvesHtwnf5iw==,Pni2Qt7w9PwL9EsBzJE8gg==,0.26,0
u1ZEqYHVK0fdqPP0s0mjnw==,2cTHXk3PtDjsj7yBIVHBAQ==,0.35,1
92f56ZHoscS/J6P1CZODUA==,JzRG0AkqoBHTVVkj+/iBtg==,0.26,0
a7mrwkoLCAyUDAlC48US/A==,lIoc3XDxE2nvo8aW10oe7w==,0.26,0
5OFxCTYm1XpqsDMFwDc7OQ==,hp2ooc22AJTkQbfwNxZnGA==,0.26,0
5HstO+76LWbY8Z9RhH7bxg==,MiYZv/Jui/w061WnWjfkTQ==,0.36,1
lGijL6HDv7ISpZDXInssrg==,AIAah7aIKYsNYb7G0p6MZw==,0.44999999999999996,1
AdZRLGYF/8c/M0H9wd4AfA==,B0dXQS+oIa71HkrMAVH8GQ==,0.26,0
IRd7Qku8y0jo5ASUXPXa4w==,JpikCFqUszy8rjW69YSC0g==,0.305,1
j2QuuHOuE4ny3HfN2Y/D4g==,vod234JMGL1YleY5Sw+GTg==,0.26,0
tg+c1aGOQrvILqNIvsJCNQ==,lstKlNmA9bn1yUOcY4dEaw==,0.305,1
S2g7wxNEO+IMmOJ+sO8Ihg==,nqtWT+meKY/qXdMWKsxAhQ==,0.305,1
BXZfX+n6GMbZM1P/EiYFfQ==,FImGQzeFZM2Fg0vVNkRPfQ==,0.44999999999999996,1
MY33koA8Zr34d2JDX8paNA==,AJ7A/tDwHXstVjQv/vIMJA==,0.26,0
H6+Yius7ao1bzSQt6rn/AA==,TRkyMxj7oIrWTNtxK77amA==,0.26,0
yMBIc80cBh/ZU1y/g/csHg==,Xtsr4PgxM5Cod+YApzZVYQ==,0.305,1
dRiPC41E6T2nTAoDvZ7BVw==,LX3Qe1pYZBytb0rDy0xDyg==,0.305,1
y0xo21vLqNRcoGGCvvIDGg==,HLCn1Wt/x1Vs7lX/e5PALQ==,0.305,1
1SSWVA4HqhxTRfc7JC6agQ==,QEte3x8xmWLpRdu8Rbmngg==,0.26,0
lMcolxdYkzQUa4diz+XlNw==,gjTME3lUxhZLsTWuqOHGTA==,0.305,1
oOYir9TExzPuslPncyCaCA==,4P0PBzduNv261Yc9v8lTyQ==,0.405,1
3GEe88yFnen2m4XTCJTh3w==,6OLdnpz/2RRn8yjyQRxUoQ==,0.305,1
0Qn0kM8a43fQlw5Hed3AyQ==,c2in4A56DQztNTaFsBViAA==,0.35,1
XRNFbOwwCIPiLX/TjmjtJA==,E+Cio0qeZASJqogC++Yukg==,0.305,1
dgodSwpq/0Q0sGd8tpoV2w==,rRBar6v/TxRfp/I//Ie6Xw==,0.35,1
JmTynqry/JRDjtJJY8g1yA==,TrbOBYXz1f19q6Un6wwzUA==,0.26,0
xhH28D+g6M6C5yRFXeXUqQ==,uOGPrbos7SU9Mf2EnDoVeA==,0.26,0
BQ3bb05LvwrCKGPe1corIw==,uM4MkkF6/eUZBpIyPX2zKw==,0.35,1
XDOEwayb6R10n1CBuy2BTQ==,1asb7GPhcQAR4ImpPb7KAg==,0.26,0
MHKiIXyaVo1ruDrJWQYlRQ==,ap7WcwUGQ39QuS1HW5wiBA==,0.35,1
pCiUE1+NNCO60hqLMCU+xA==,erVe2MVoJ/DDjAGm88BRew==,0.26,0
XlVlpPCYqyD7pDRIWyfYYw==,3fQtfWiNG1e+0ksGep53Hw==,0.26,0
/Iq3IsDoRFSYzMCW42xfVw==,tbiB0VMgfD5LnUZ1OdEo2w==,0.26,0
V6IUytlSb9ypBHVaOOwVIQ==,0JqyIPGeXExCAN8HrM8TCQ==,0.35,1
7uY+foukcbu4RwAmWaQuDA==,wYfShU6PVsVh37B7Nzcb3w==,0.26,0
CjvtdXSEFpK/rmPQLVdu2w==,JD1zm3R6f924Q7E6SHBoJg==,0.26,0
Ohk9tFLI4fMthMJP6NPaUw==,okqcxLql/k2Tjo/6AxGCVg==,0.305,1
otkFmW+3A4c83r0p88BNFg==,M26RqrGUba2Zze7YcsfQwQ==,0.35,1
mAb7MeCziAV3cje5kAAF+A==,/SA1I9Dur1fS6iqKYuM60A==,0.35,1
ISXfE3pO52fUH+UN8ppnMw==,IHHJxW0W37/3gGrcIeit/A==,0.26,0
CO6a+GTBvIoL8U9ltiySKw==,Y1y4g7TpsMO3Jie/2TJGMA==,0.35,1
Y1NEb/+ghjcOP+n7hZamzw==,H9/ybd8vWL3qy4OG6g8ujw==,0.305,1
pMNk0k4DMDwK6cDyazKx/w==,PxtyMcPxRbBKuPI/gghWIg==,0.26,0
ifVRGzqYeFEMqEil2wKzwQ==,m9HtMjLwO9VTrp0PhBFOxw==,0.305,1
3zysSDOkA0tMV1Bu1bQgYg==,nnEfei/ddZeo/juiT/QZyQ==,0.35,1
3AoYH8YW+gVC3LJY7GvwtQ==,nkswgjQEQLmlRl/B6NtsBg==,0.26,0
wJyMMsBfH58Ns2UFUfTLJQ==,kQxIMHLDpmgpPUv5OQ+TCQ==,0.305,1
0yuuwioEhdCu5tK6i5Kh3g==,NBo81eyUhsRMmL0L4QLPLQ==,0.26,0
TG9tzN3KWv+r4h77LM8m1w==,h0XHTXryFEQcj5yGaj8taw==,0.35,1
QVY4s4der3JK5r+9gUzV5Q==,WZrojTD2bSQ3XKmMtiFK6Q==,0.35,1
rGNQH6PHZc7IjBZV0EAKDA==,GzrHAMyaPpNckPJl2Y3t4g==,0.35,1
Pd9R+7mvSKUON3umVFhpEQ==,CzSu+YQkQHrr6aZXylak7Q==,0.26,0
b9lutuCvWC+sSOdbyfyTOA==,CV8VTXQTazYsi/nrzvDPgw==,0.26,0
hKjF1sqtxJp0JsLwQjoz+A==,9A3qwfivB6oVnhUl87BdjA==,0.26,0
Yqsd5qME1aPYNhzRf3/L6Q==,49mhY25h7eKcGUeMFni3Ww==,0.26,0
zCmV8i4zB1+ltjaBxO5+gg==,Epw/qn9rpsfcjh0k2svhcw==,0.26,0
4dpGanQS546b+w6wtrcfYg==,bJTOabo3RZGMsBWVbHbOHQ==,0.35,1
YIz2HDkUXeaDx7fHg1mFdQ==,6j3C14en6nFk3G0cS1Z8qQ==,0.35,1
SQMw6UqQ6ZWObjepXmWO+w==,kQ+kQXKNWM76o/m0baD1IQ==,0.26,0
Ta4dimrZTldw/EKvVWvJPA==,wFC0mqialwTvhvni0OUcnQ==,0.36,1
RtDWAz2rocJiUaboWodTlg==,yRQybvOxLvqITEDZFfUFoQ==,0.26,0
bLMEk8oEFUfWKU7vMfjX5w==,8vnNKyRAq+J1m1gj//iblQ==,0.305,1
